date,tactic,state,campaign,impressions,clicks,spend,attributed_revenue,channel,ctr,cpc,cpm,roas
2025-08-25,ASC,NY,Facebook - ASC - C07,122684,1987,1547.19,4909.99,Facebook,0.016196080988555964,0.778656265727227,12.611179941964723,3.1734887117936386
2025-08-26,ASC,NY,Facebook - ASC - C07,95043,1342,1159.43,2863.53,Facebook,0.01411992466567764,0.8639567809239941,12.199004661048157,2.4697739406432473
2025-08-27,ASC,NY,Facebook - ASC - C07,102184,1594,1294.21,3806.86,Facebook,0.015599311046739216,0.8119259723964869,12.665485790338996,2.9414546325557676
2025-08-28,ASC,NY,Facebook - ASC - C07,197396,2737,1225.5,3183.5,Facebook,0.01386552919005451,0.4477530142491779,6.208332489006869,2.5977152182782537
2025-08-29,ASC,NY,Facebook - ASC - C07,126343,2021,1458.56,4684.49,Facebook,0.015996137498713817,0.7217021276595744,11.544446467156867,3.211722520842475
2025-08-30,ASC,NY,Facebook - ASC - C07,189857,2821,2268.35,6256.17,Facebook,0.01485855143608084,0.8040942928039702,11.947676409086839,2.758026759538872
2025-08-31,ASC,NY,Facebook - ASC - C07,94815,1372,871.06,2531.32,Facebook,0.014470284237726097,0.6348833819241982,9.186942994251964,2.9060225472412924
2025-09-01,ASC,NY,Facebook - ASC - C07,179878,2537,1902.77,5100.71,Facebook,0.014104003824814597,0.7500078833267639,10.578114055081778,2.680676066997062
2025-09-02,ASC,NY,Facebook - ASC - C07,156990,2506,1855.65,5694.42,Facebook,0.01596280017835531,0.7404828411811653,11.82017962927575,3.0686929108398675
2025-09-03,ASC,NY,Facebook - ASC - C07,198997,3157,2032.55,5278.83,Facebook,0.01586456077227295,0.6438232499208109,10.21397307497098,2.597146441661952
2025-09-04,ASC,NY,Facebook - ASC - C07,108378,1736,867.22,2419.63,Facebook,0.01601801103545,0.4995506912442396,8.001808485116905,2.7900993980766127
2025-09-05,ASC,NY,Facebook - ASC - C07,139059,1953,1211.93,4031.66,Facebook,0.014044398420814187,0.6205478750640041,8.7152215965885,3.3266442781348755
2025-09-06,ASC,NY,Facebook - ASC - C07,358904,5304,2919.73,7613.49,Facebook,0.014778325123152709,0.5504769984917044,8.13512805652765,2.6076007028047115
2025-09-07,ASC,NY,Facebook - ASC - C07,301556,4625,4486.38,14742.53,Facebook,0.015337118147209805,0.9700281081081081,14.87743570016846,3.286063596931156
2025-09-08,ASC,NY,Facebook - ASC - C07,126448,1867,1657.73,3971.41,Facebook,0.014764962672402885,0.8879110873058382,13.10997406048336,2.395691698889445
2025-09-09,ASC,NY,Facebook - ASC - C07,249565,3746,3012.8,7425.69,Facebook,0.01501011760463206,0.8042712226374801,12.07220563780979,2.4647138874137013
2025-09-10,ASC,NY,Facebook - ASC - C07,143059,2070,1582.46,4094.82,Facebook,0.014469554519463997,0.7644734299516909,11.061589973367632,2.5876293871567055
2025-09-11,ASC,NY,Facebook - ASC - C07,180255,2881,2288.73,6589.92,Facebook,0.01598291309533716,0.7944220756681708,12.697178996421735,2.8792911352584185
2025-09-12,ASC,NY,Facebook - ASC - C07,121506,1873,855.1,2451.17,Facebook,0.015414876631606669,0.45654030966364123,7.037512550820535,2.8665302303824114
2025-05-16,ASC,CA,Facebook - Prospecting - C08,107525,1486,893.64,2245.2,Facebook,0.013820041850732387,0.6013728129205922,8.310997442455243,2.5124211091714783
2025-05-17,ASC,CA,Facebook - Prospecting - C08,128412,1747,1566.71,3905.03,Facebook,0.01360464754072828,0.8968002289639382,12.2006510294988,2.49250339884216
2025-05-18,ASC,CA,Facebook - Prospecting - C08,187648,2972,2199.76,5539.56,Facebook,0.015838165075034105,0.7401615074024227,11.722800136425649,2.518256537076772
2025-05-19,ASC,CA,Facebook - Prospecting - C08,120119,1896,1363.89,4008.97,Facebook,0.015784347189037536,0.7193512658227849,11.354490130620468,2.939364611515591
2025-05-20,ASC,CA,Facebook - Prospecting - C08,250350,3431,2696.2,7495.04,Facebook,0.013704813261433992,0.7858350335179247,10.769722388655882,2.7798531266226543
2025-05-21,ASC,CA,Facebook - Prospecting - C08,140445,2125,1084.45,2680.77,Facebook,0.015130478123108691,0.5103294117647059,7.721528000284809,2.4720088524136656
2025-05-22,ASC,CA,Facebook - Prospecting - C08,183215,2885,1018.98,2673.28,Facebook,0.01574652730398712,0.3531993067590988,5.561662527631471,2.6234862313293688
2025-05-23,ASC,CA,Facebook - Prospecting - C08,143000,2154,999.63,3111.0,Facebook,0.015062937062937064,0.4640807799442897,6.99041958041958,3.11215149605354
2025-05-24,ASC,CA,Facebook - Prospecting - C08,213282,3063,2766.11,7106.27,Facebook,0.01436126818015585,0.9030721514854718,12.96926135351319,2.5690482301860738
2025-05-25,ASC,CA,Facebook - Prospecting - C08,245064,3690,1640.64,4406.6,Facebook,0.015057291156595829,0.44461788617886183,6.694740965625306,2.6859030622196216
2025-05-26,ASC,CA,Facebook - Prospecting - C08,165278,2351,2300.0,5940.62,Facebook,0.01422451868972277,0.9783071033602723,13.915947676036739,2.582878260869565
2025-05-27,ASC,CA,Facebook - Prospecting - C08,109999,1504,1220.36,3662.44,Facebook,0.013672851571377922,0.811409574468085,11.094282675297048,3.0011144252515654
2025-05-28,ASC,CA,Facebook - Prospecting - C08,173071,2368,1230.7,3340.58,Facebook,0.01368224601464139,0.5197212837837838,7.110954463774982,2.714373933533761
2025-05-29,ASC,CA,Facebook - Prospecting - C08,207220,3334,1993.03,6494.62,Facebook,0.016089180581024997,0.5977894421115777,9.617942283563362,3.2586664525872666
2025-05-30,ASC,CA,Facebook - Prospecting - C08,243116,3545,3338.04,8955.56,Facebook,0.014581516642261308,0.9416191819464034,13.730235772223958,2.6828797737594514
2025-05-31,ASC,CA,Facebook - Prospecting - C08,303689,4127,3719.54,9635.17,Facebook,0.01358956037261804,0.9012696874242792,12.247858829262832,2.5904197830914577
2025-06-01,ASC,CA,Facebook - Prospecting - C08,156972,2424,1911.22,4562.44,Facebook,0.015442244476721963,0.788457095709571,12.175547231353363,2.3871872416571613
2025-06-02,ASC,CA,Facebook - Prospecting - C08,246320,3824,2547.68,7522.84,Facebook,0.015524520948359858,0.6662343096234309,10.342968496265021,2.952819820385606
2025-06-03,ASC,CA,Facebook - Prospecting - C08,292176,4504,2973.13,9193.42,Facebook,0.015415366080718472,0.6601087921847247,10.175818684628442,3.0921688590811702
2025-06-04,ASC,CA,Facebook - Prospecting - C08,246163,4006,2042.97,5752.58,Facebook,0.01627376981918485,0.5099775336994509,8.299256996380446,2.8157926939700535
2025-06-05,ASC,CA,Facebook - Prospecting - C08,246015,3965,3064.95,7118.4,Facebook,0.016116903440847104,0.7730012610340479,12.458386683738796,2.322517496207116
2025-06-06,ASC,CA,Facebook - Prospecting - C08,314809,4349,4171.31,10367.15,Facebook,0.013814725754346287,0.959142331570476,13.250288270030401,2.485346330049792
2025-06-07,ASC,CA,Facebook - Prospecting - C08,338076,5488,3632.76,9882.01,Facebook,0.016233036358688578,0.6619460641399417,10.745394526674476,2.720248516279633
2025-06-08,ASC,CA,Facebook - Prospecting - C08,276513,4116,2132.6,5212.96,Facebook,0.014885376094433174,0.5181243926141885,7.71247644776195,2.4444152677482887
2025-06-09,ASC,CA,Facebook - Prospecting - C08,325825,4624,4248.1,12462.81,Facebook,0.01419166730606921,0.9187067474048444,13.037980511010511,2.933737435559426
2025-06-10,ASC,CA,Facebook - Prospecting - C08,193777,2774,1814.21,4577.11,Facebook,0.014315424431176043,0.6540050468637347,9.362359825985541,2.5229218227217354
2025-06-11,ASC,CA,Facebook - Prospecting - C08,177543,2789,2046.81,6041.92,Facebook,0.015708870527139904,0.7338866977411258,11.528531116405603,2.9518714487421893
2025-06-12,ASC,CA,Facebook - Prospecting - C08,321044,5109,2887.97,8444.28,Facebook,0.01591370653243792,0.5652710902329222,8.995558241237962,2.9239500410322825
2025-06-13,ASC,CA,Facebook - Prospecting - C08,231568,3173,1789.11,4386.86,Facebook,0.013702238651281697,0.5638543964702174,7.726067505009328,2.4519789168916386
2025-06-14,ASC,CA,Facebook - Prospecting - C08,218819,3587,2579.71,7110.02,Facebook,0.016392543609101588,0.7191831614162253,11.789241336447018,2.7561315031534552
2025-06-15,ASC,CA,Facebook - Prospecting - C08,251191,3399,1476.43,4459.18,Facebook,0.013531535763622104,0.43437187408061195,5.877718548833358,3.0202447796373684
2025-06-16,ASC,CA,Facebook - Prospecting - C08,159672,2172,1662.25,4030.0,Facebook,0.013602885916128063,0.7653084714548803,10.410403827847087,2.424424725522635
2025-06-17,ASC,CA,Facebook - Prospecting - C08,163620,2436,1601.41,4452.86,Facebook,0.014888155482214888,0.6573932676518883,9.787373181762621,2.7805871076114173
2025-06-18,ASC,CA,Facebook - Prospecting - C08,226789,3167,2520.55,6597.13,Facebook,0.013964522088813831,0.7958793811177771,11.11407519765068,2.6173374858661798
2025-06-19,ASC,CA,Facebook - Prospecting - C08,138353,2068,1203.12,3184.64,Facebook,0.014947272556431737,0.581779497098646,8.696016710877249,2.6469845069486007
2025-06-20,ASC,CA,Facebook - Prospecting - C08,149689,2085,1247.53,3767.26,Facebook,0.013928879209561157,0.5983357314148681,8.334146129642125,3.0197750755492856
2025-06-21,ASC,CA,Facebook - Prospecting - C08,118309,1828,1327.07,3083.37,Facebook,0.015451064585111867,0.7259682713347921,11.21698264713589,2.3234418681757556
2025-06-22,ASC,CA,Facebook - Prospecting - C08,199456,3115,1387.47,4531.22,Facebook,0.01561747954436066,0.44541573033707865,6.95627105727579,3.2658147563550926
2025-06-23,ASC,CA,Facebook - Prospecting - C08,120468,1737,1326.36,3285.44,Facebook,0.014418766809443172,0.7635924006908462,11.010060763024205,2.477034892487711
2025-06-24,ASC,CA,Facebook - Prospecting - C08,111678,1767,1481.11,3513.74,Facebook,0.01582227475420405,0.8382059988681381,13.262325614713731,2.372369371619934
2025-06-25,ASC,CA,Facebook - Prospecting - C08,343050,5306,4256.63,12746.6,Facebook,0.015467133070980906,0.8022295514511874,12.408191225768839,2.994528535484644
2025-06-26,ASC,CA,Facebook - Prospecting - C08,152692,2205,1051.43,2989.3,Facebook,0.014440835145259739,0.47683900226757375,6.885953422576167,2.843080376249489
2025-06-27,ASC,CA,Facebook - Prospecting - C08,126656,1984,1346.5,3940.3,Facebook,0.015664477008590198,0.678679435483871,10.63115841334007,2.926327515781656
2025-06-28,ASC,CA,Facebook - Prospecting - C08,160985,2650,2063.5,5248.76,Facebook,0.016461160977730843,0.7786792452830189,12.817964406621735,2.5436200629997576
2025-06-29,ASC,CA,Facebook - Prospecting - C08,267635,3944,2251.34,6928.53,Facebook,0.014736488127487063,0.5708265720081136,8.411979001251705,3.077513836204216
2025-06-30,ASC,CA,Facebook - Prospecting - C08,304962,4695,3759.78,11067.43,Facebook,0.015395360733468432,0.8008051118210863,12.328683573691148,2.9436376596502987
2025-07-01,ASC,CA,Facebook - Prospecting - C08,185697,2932,2339.89,7326.35,Facebook,0.015789161914301256,0.7980525238744883,12.600580515571064,3.131065990281595
2025-07-02,ASC,CA,Facebook - Prospecting - C08,233223,3288,1727.76,5229.19,Facebook,0.01409809495632935,0.5254744525547446,7.40818872924197,3.0265719775894797
2025-07-03,ASC,CA,Facebook - Prospecting - C08,277634,3813,2349.19,5523.24,Facebook,0.013733908671128175,0.616100183582481,8.461463653587098,2.3511252814799994
2025-07-04,ASC,CA,Facebook - Prospecting - C08,194881,2925,1239.92,3171.43,Facebook,0.015009159435758233,0.4239042735042735,6.362446826524905,2.5577698561197493
2025-07-05,ASC,CA,Facebook - Prospecting - C08,185454,2583,1802.71,5651.23,Facebook,0.013927982141123944,0.6979132791327913,9.720523687814769,3.134852527583471
2025-07-06,ASC,CA,Facebook - Prospecting - C08,358818,4893,3640.42,11620.09,Facebook,0.013636439643496145,0.7440057224606581,10.145589128750508,3.1919641140307986
2025-07-07,ASC,CA,Facebook - Prospecting - C08,263855,4045,2749.45,7594.16,Facebook,0.015330389797426618,0.6797156983930779,10.420306607795949,2.7620651403007876
2025-07-08,ASC,CA,Facebook - Prospecting - C08,252456,3753,2802.29,8165.4,Facebook,0.014865956840003802,0.7466799893418599,11.100112494850588,2.9138311880640475
2025-07-09,ASC,CA,Facebook - Prospecting - C08,320730,5084,2937.01,7669.56,Facebook,0.015851339132603746,0.5776966955153423,9.157266236398216,2.611349637897045
2025-07-10,ASC,CA,Facebook - Prospecting - C08,213072,2901,2558.95,7641.82,Facebook,0.013615116017120973,0.8820923819372629,12.00979011789442,2.986310791535591
2025-07-11,ASC,CA,Facebook - Prospecting - C08,152568,2294,2090.45,5796.91,Facebook,0.015035918410151538,0.9112685265911071,13.701759215562895,2.7730440814178765
2025-07-12,ASC,CA,Facebook - Prospecting - C08,156801,2180,1109.35,2959.88,Facebook,0.013902972557572975,0.5088761467889907,7.074891104010816,2.6681209717402083
2025-07-13,ASC,CA,Facebook - Prospecting - C08,255514,4208,2200.19,5644.18,Facebook,0.01646876492090453,0.5228588403041825,8.610839327786344,2.5653148137206334
2025-07-14,ASC,CA,Facebook - Prospecting - C08,142924,2044,1734.26,4990.42,Facebook,0.014301306988329461,0.8484637964774951,12.134141221908147,2.877550078996229
2025-07-15,ASC,CA,Facebook - Prospecting - C08,217906,3529,2505.29,6246.67,Facebook,0.016195056584031645,0.7099149900821763,11.49711343423311,2.493391982564893
2025-07-16,ASC,CA,Facebook - Prospecting - C08,141271,2204,2084.11,5338.57,Facebook,0.015601220349540952,0.9456034482758622,14.752567759837477,2.561558650934931
2025-07-17,ASC,CA,Facebook - Prospecting - C08,129461,2004,765.4,2364.24,Facebook,0.015479565274484207,0.38193612774451097,5.912205220104896,3.088894695584008
2025-07-18,ASC,CA,Facebook - Prospecting - C08,181883,2651,1252.01,3598.02,Facebook,0.014575303904158168,0.47227838551490003,6.883600996244839,2.8737949377401137
2025-07-19,ASC,CA,Facebook - Prospecting - C08,232283,3815,2182.4,5607.3,Facebook,0.01642393115294705,0.5720576671035387,9.395435740024022,2.5693273460410557
2025-07-20,ASC,CA,Facebook - Prospecting - C08,205319,3168,1997.84,5174.11,Facebook,0.01542964849819062,0.6306313131313132,9.730419493568544,2.5898520402034197
2025-07-21,ASC,CA,Facebook - Prospecting - C08,164363,2289,1407.34,3945.12,Facebook,0.013926491972037502,0.6148274355613805,8.56238934553397,2.803245839669163
2025-07-22,ASC,CA,Facebook - Prospecting - C08,199272,3104,2062.24,6154.27,Facebook,0.015576699185033523,0.664381443298969,10.348869886386446,2.9842646830630777
2025-07-23,ASC,CA,Facebook - Prospecting - C08,227463,3580,3163.76,7893.26,Facebook,0.015738823457001797,0.883731843575419,13.908899469364249,2.4948984752320023
2025-07-24,ASC,CA,Facebook - Prospecting - C08,74978,1115,586.12,1906.05,Facebook,0.01487102883512497,0.5256681614349776,7.817226386406679,3.251979116904388
2025-07-25,ASC,CA,Facebook - Prospecting - C08,229389,3169,3093.11,7879.32,Facebook,0.013814960612758241,0.9760523824550331,13.484125219605126,2.547377881808277
2025-07-26,ASC,CA,Facebook - Prospecting - C08,235447,3401,3167.44,9778.73,Facebook,0.014444864449324052,0.9313260805645398,13.452878991875028,3.087266057131311
2025-07-27,ASC,CA,Facebook - Prospecting - C08,205376,3343,1559.47,4657.2,Facebook,0.016277461826114056,0.46648818426562966,7.593243611717046,2.9863992253778524
2025-07-28,ASC,CA,Facebook - Prospecting - C08,212793,2952,1435.15,4689.31,Facebook,0.013872636787864262,0.4861619241192412,6.74434779339546,3.2674702992718534
2025-07-29,ASC,CA,Facebook - Prospecting - C08,258873,3776,2576.34,7797.87,Facebook,0.014586302936188787,0.6822934322033899,9.95213869349063,3.026723957241668
2025-07-30,ASC,CA,Facebook - Prospecting - C08,331488,5361,2501.59,6790.64,Facebook,0.01617253113234868,0.46662749487036004,7.546547688000772,2.7145295592003484
2025-07-31,ASC,CA,Facebook - Prospecting - C08,178847,2618,1198.79,3704.56,Facebook,0.014638210313843677,0.4579029793735676,6.702880115405906,3.090249334745869
2025-08-01,ASC,CA,Facebook - Prospecting - C08,190727,2674,2035.8,6261.56,Facebook,0.014020039113497302,0.7613313388182498,10.67389514856313,3.0757245308969448
2025-08-02,ASC,CA,Facebook - Prospecting - C08,318984,4845,2202.65,6850.2,Facebook,0.015188849597471974,0.4546233230134159,6.905205276753693,3.1099811590584068
2025-08-03,ASC,CA,Facebook - Prospecting - C08,280010,3923,2024.55,5206.99,Facebook,0.014010213920931396,0.5160718837624267,7.23027749008964,2.5719246252253587
2025-08-04,ASC,CA,Facebook - Prospecting - C08,146068,2098,1105.42,3295.31,Facebook,0.014363173316537503,0.5268922783603432,7.567845113234932,2.9810479274845756
2025-08-05,ASC,CA,Facebook - Prospecting - C08,180983,2904,1952.35,4740.54,Facebook,0.016045705950282624,0.6722968319559228,10.787477276871309,2.428119957999334
2025-08-06,ASC,CA,Facebook - Prospecting - C08,196550,2834,2454.93,7464.91,Facebook,0.014418722971254135,0.8662420606916019,12.49010429916052,3.040783240255323
2025-08-07,ASC,CA,Facebook - Prospecting - C08,223641,3369,1334.72,3810.72,Facebook,0.015064321837230204,0.3961769070940932,5.9681364329438695,2.8550707264444974
2025-08-08,ASC,CA,Facebook - Prospecting - C08,231669,3679,2520.42,7114.57,Facebook,0.015880415592936473,0.6850829029627616,10.879401214664025,2.82277160155847
2025-08-09,ASC,CA,Facebook - Prospecting - C08,121910,1843,1149.05,3186.35,Facebook,0.015117709785907638,0.6234671730873576,9.425395783774915,2.773029894260476
2025-08-10,ASC,CA,Facebook - Prospecting - C08,300863,4855,2193.68,6373.21,Facebook,0.016136912814137996,0.45183934088568484,7.291292049869874,2.905259655008935
2025-08-11,ASC,CA,Facebook - Prospecting - C08,182765,2579,2023.78,6355.37,Facebook,0.014111016879599486,0.7847150058162078,11.073126692747516,3.140346282698712
2025-08-12,ASC,CA,Facebook - Prospecting - C08,223352,3553,2005.99,5305.4,Facebook,0.015907625631290518,0.5645904869124684,8.981294100791576,2.6447788872327376
2025-08-13,ASC,CA,Facebook - Prospecting - C08,224293,3402,2847.3,8311.88,Facebook,0.015167660158810128,0.8369488536155203,12.694555781945937,2.919214694622976
2025-08-14,ASC,CA,Facebook - Prospecting - C08,121380,1960,1180.73,3534.9,Facebook,0.016147635524798153,0.6024132653061225,9.727549843466798,2.9938258534974125
2025-08-15,ASC,CA,Facebook - Prospecting - C08,243124,3884,3158.13,8787.98,Facebook,0.01597538704529376,0.8131127703398559,12.989791217650252,2.7826530256829196
2025-08-16,ASC,CA,Facebook - Prospecting - C08,222539,3133,1990.69,4626.62,Facebook,0.014078431196329632,0.6353941908713693,8.945353398730111,2.3241288196554963
2025-08-17,ASC,CA,Facebook - Prospecting - C08,128165,1795,1252.89,3766.95,Facebook,0.014005383685093435,0.6979888579387187,9.77560176335193,3.006608720637885
2025-08-18,ASC,CA,Facebook - Prospecting - C08,101749,1638,1146.38,3113.73,Facebook,0.016098438313890063,0.69986568986569,11.266744636310921,2.7161412446134787
2025-08-19,ASC,CA,Facebook - Prospecting - C08,213009,3042,2230.54,5473.4,Facebook,0.01428108671464586,0.7332478632478633,10.471576318371524,2.4538452572022917
2025-08-20,ASC,CA,Facebook - Prospecting - C08,254158,3980,2826.65,8707.5,Facebook,0.01565955035843845,0.710213567839196,11.121625130824134,3.080501653901261
2025-08-21,ASC,CA,Facebook - Prospecting - C08,172227,2458,2259.42,5947.33,Facebook,0.014271862135437532,0.9192107404393817,13.118848960964309,2.632237476874596
2025-08-22,ASC,CA,Facebook - Prospecting - C08,151649,2290,978.77,2573.11,Facebook,0.015100660076888078,0.427410480349345,6.45418037705491,2.6289220143649685
2025-08-23,ASC,CA,Facebook - Prospecting - C08,165620,2387,2046.26,5829.61,Facebook,0.01441251056635672,0.8572517804775869,12.355150344161332,2.848909718217626
2025-08-24,ASC,CA,Facebook - Prospecting - C08,186210,2820,2200.1,6132.53,Facebook,0.015144192041243757,0.780177304964539,11.815154932602976,2.787386936957411
2025-08-25,ASC,CA,Facebook - Prospecting - C08,137118,1875,987.77,2761.12,Facebook,0.013674353476567628,0.5268106666666666,7.203795271226243,2.7953065997145083
2025-08-26,ASC,CA,Facebook - Prospecting - C08,211336,3099,1626.35,5245.12,Facebook,0.01466385282204641,0.5247983220393675,7.6955653556422,3.225086850923848
2025-08-27,ASC,CA,Facebook - Prospecting - C08,135835,1903,764.07,1939.15,Facebook,0.014009644053447196,0.4015081450341566,5.624986196488386,2.537921918148861
2025-08-28,ASC,CA,Facebook - Prospecting - C08,99199,1468,1223.24,3688.43,Facebook,0.014798536275567294,0.8332697547683924,12.331172693273118,3.015295444884078
2025-08-29,ASC,CA,Facebook - Prospecting - C08,121552,1752,970.62,2955.36,Facebook,0.014413584309595892,0.5540068493150685,7.985224430696327,3.0448167150893246
2025-08-30,ASC,CA,Facebook - Prospecting - C08,268600,4421,2274.62,6728.45,Facebook,0.016459419210722262,0.514503505994119,8.46842889054356,2.9580545321855958
2025-08-31,ASC,CA,Facebook - Prospecting - C08,169501,2463,2095.79,5272.14,Facebook,0.014530887723376263,0.8509094600081202,12.36446982613672,2.515586008140129
2025-09-01,ASC,CA,Facebook - Prospecting - C08,116495,1920,905.2,2243.08,Facebook,0.016481394051246833,0.47145833333333337,7.770290570410747,2.4779938135218735
2025-09-02,ASC,CA,Facebook - Prospecting - C08,208362,3205,2984.39,7366.02,Facebook,0.01538188345283689,0.931166926677067,14.32310114128296,2.46818277772007
2025-09-03,ASC,CA,Facebook - Prospecting - C08,147377,2411,863.52,2174.14,Facebook,0.016359404791792476,0.35815844048112816,5.859258907427889,2.517764498795627
2025-09-04,ASC,CA,Facebook - Prospecting - C08,267068,3625,2937.76,7031.19,Facebook,0.013573322150164003,0.810416551724138,11.000044932376772,2.3933847557322583
2025-09-05,ASC,CA,Facebook - Prospecting - C08,197061,3104,1724.32,4264.34,Facebook,0.015751467819609156,0.5555154639175257,8.750183953192158,2.4730560452816186
2025-09-06,ASC,CA,Facebook - Prospecting - C08,209252,2833,3139.13,7238.82,Facebook,0.013538699749584233,1.1080585951288386,15.001672624395466,2.3059956102486994
2025-09-07,ASC,CA,Facebook - Prospecting - C08,102502,1579,1042.31,2720.42,Facebook,0.01540457747165909,0.6601076630778974,10.168679635519307,2.6099912693920237
2025-09-08,ASC,CA,Facebook - Prospecting - C08,245563,3461,1578.82,4116.93,Facebook,0.014094142847253048,0.45617451603582776,6.429388792285483,2.607599346347272
2025-09-09,ASC,CA,Facebook - Prospecting - C08,241289,3859,3166.5,10445.35,Facebook,0.0159932694818247,0.8205493651204976,13.123267119512287,3.298705195010264
2025-09-10,ASC,CA,Facebook - Prospecting - C08,247503,3702,2607.96,6162.88,Facebook,0.014957394455824778,0.7044732576985413,10.537084398976981,2.3631037285847944
2025-09-11,ASC,CA,Facebook - Prospecting - C08,116566,1845,1452.68,4264.95,Facebook,0.01582794296793233,0.787360433604336,12.462296038295902,2.9359184403998126
2025-09-12,ASC,CA,Facebook - Prospecting - C08,176687,2569,1348.35,3476.93,Facebook,0.014539835981141794,0.5248540288049824,7.631291492865915,2.5786553936292504
2025-05-16,Prospecting,CA,Facebook - Prospecting - C09,126087,1526,1557.18,3436.98,Facebook,0.012102754447326053,1.02043250327654,12.350044017226201,2.2071822140022346
2025-05-17,Prospecting,CA,Facebook - Prospecting - C09,313073,3555,3619.96,8472.66,Facebook,0.011355179143522437,1.0182728551336147,11.562670687028264,2.340539674471541
2025-05-18,Prospecting,CA,Facebook - Prospecting - C09,222080,2661,1875.65,4553.26,Facebook,0.011982168587896254,0.7048665915069523,8.445830331412104,2.4275637778903314
2025-05-19,Prospecting,CA,Facebook - Prospecting - C09,310877,3603,2549.62,6257.57,Facebook,0.011589792747614009,0.7076380793782958,8.201378680314079,2.454314760630996
2025-05-20,Prospecting,CA,Facebook - Prospecting - C09,198156,2571,2521.79,6238.82,Facebook,0.012974626052201297,0.9808595877090626,12.726286360241426,2.4739649217420956
2025-05-21,Prospecting,CA,Facebook - Prospecting - C09,221379,2830,1819.01,4549.21,Facebook,0.01278350701737744,0.6427597173144877,8.216723356777292,2.5009263280575698
2025-05-22,Prospecting,CA,Facebook - Prospecting - C09,151139,1754,1186.76,2595.99,Facebook,0.011605211097069586,0.6766020524515394,7.8521096474106615,2.1874599750581414
2025-05-23,Prospecting,CA,Facebook - Prospecting - C09,107398,1359,1110.01,2555.0,Facebook,0.01265386692489618,0.8167844002943341,10.335481107655635,2.30178106503545
2025-05-24,Prospecting,CA,Facebook - Prospecting - C09,209983,2405,2905.94,6565.57,Facebook,0.011453308124943449,1.2082910602910604,13.838929818128134,2.259361858813327
2025-05-25,Prospecting,CA,Facebook - Prospecting - C09,179089,2325,1995.69,5108.08,Facebook,0.012982371893304446,0.8583612903225807,11.14356548978441,2.559555842841323
2025-05-26,Prospecting,CA,Facebook - Prospecting - C09,208895,2622,2858.9,6062.89,Facebook,0.01255176045381651,1.0903508771929824,13.68582302113502,2.1207072650320056
2025-05-27,Prospecting,CA,Facebook - Prospecting - C09,112963,1411,1259.44,2772.62,Facebook,0.012490815576781777,0.892586817859674,11.149137328151696,2.201470494823096
2025-05-28,Prospecting,CA,Facebook - Prospecting - C09,159480,1879,1880.51,4737.06,Facebook,0.011782041635314773,1.000803618946248,11.791509907198394,2.5190294122339156
2025-05-29,Prospecting,CA,Facebook - Prospecting - C09,174286,2243,1316.96,3693.98,Facebook,0.012869651033358962,0.587142220240749,7.556315481450031,2.8049295346859435
2025-05-30,Prospecting,CA,Facebook - Prospecting - C09,148918,1876,2027.59,4620.56,Facebook,0.01259753689950174,1.0808049040511727,13.615479659947084,2.2788433559052867
2025-05-31,Prospecting,CA,Facebook - Prospecting - C09,72274,931,740.05,1694.65,Facebook,0.012881534161662562,0.7948979591836735,10.239505216260342,2.2899128437267753
2025-06-01,Prospecting,CA,Facebook - Prospecting - C09,114655,1330,1451.31,3424.24,Facebook,0.011600017443635254,1.0912105263157894,12.658061139941564,2.3594132197807496
2025-06-02,Prospecting,CA,Facebook - Prospecting - C09,263067,3334,3448.96,9446.02,Facebook,0.012673577453652492,1.034481103779244,13.110576393086172,2.7388024215995546
2025-06-03,Prospecting,CA,Facebook - Prospecting - C09,134058,1726,1526.4,3303.74,Facebook,0.012875024243238001,0.8843568945538819,11.386116457055902,2.164399895178197
2025-06-04,Prospecting,CA,Facebook - Prospecting - C09,297374,3725,3717.38,8950.23,Facebook,0.012526313665619725,0.9979543624161075,12.500689367597705,2.407671532100565
2025-06-05,Prospecting,CA,Facebook - Prospecting - C09,189732,2313,2862.84,6466.6,Facebook,0.012190879767250648,1.2377172503242542,15.088862184555056,2.258805940953738
2025-06-06,Prospecting,CA,Facebook - Prospecting - C09,299396,3360,3677.26,10130.48,Facebook,0.01122259482424615,1.0944226190476192,12.282261620061725,2.75489902808069
2025-06-07,Prospecting,CA,Facebook - Prospecting - C09,93099,1042,795.6,2234.26,Facebook,0.011192386599211592,0.763531669865643,8.545741629877872,2.8082704876822526
2025-06-08,Prospecting,CA,Facebook - Prospecting - C09,167100,2135,1463.54,3686.0,Facebook,0.012776780371035308,0.6854988290398126,8.758467983243566,2.518550910805308
2025-06-09,Prospecting,CA,Facebook - Prospecting - C09,131866,1632,1196.35,3002.29,Facebook,0.012376200081901325,0.7330575980392157,9.072467504891328,2.509541522129812
2025-06-10,Prospecting,CA,Facebook - Prospecting - C09,179463,2295,1909.59,4825.7,Facebook,0.012788151318098996,0.8320653594771241,10.6405777235419,2.5270869663121402
2025-06-11,Prospecting,CA,Facebook - Prospecting - C09,181154,2376,2271.06,5770.03,Facebook,0.01311591242809985,0.9558333333333333,12.536626295858772,2.5406770406770405
2025-06-12,Prospecting,CA,Facebook - Prospecting - C09,211735,2644,1809.89,5156.1,Facebook,0.01248730724726663,0.6845272314674735,8.547901858455145,2.8488471675074174
